Grigoriy	grigoriy@yandex.ru	avatarGrigoriy.png	MALE	1985-03-18T16:45:40.284Z	Люблю заниматься плаванием	UDELNAYA	yellow.png	2025-04-04T09:45:53.899Z	ADVANCED	RUN;YOGA;BOXING	MIN80_100	1000	1200	true	ADMIN
Elena	elena@yandex.ru	avatarElena.png	FEMALE	1992-02-05T18:45:40.284Z	Люблю заниматься плаванием	PIONERSKAYA	red.png	2025-03-31T09:45:53.900Z	PROFESSIONAL	PILATES	MIN10_30	5000	1400	true	USER
Sergey	serey@yandex.ru	avatarSergey.png	MALE	1990-05-13T14:45:40.284Z	Люблю заниматься спортом	ZVEZDNYAYA	red.png	2025-03-29T09:45:53.900Z	BEGINNER	BOXING;STRETCHING;CROSSFIT	MIN50_80	4000	1200	false	USER
Dmitry	dmitry@yandex.ru	avatarDmitry.png	MALE	1992-02-05T18:45:40.284Z	Люблю заниматься спортом	ZVEZDNYAYA	purple.png	2025-04-02T09:45:53.900Z	ADVANCED	CROSSFIT;AEROBICS;PILATES	MIN80_100	2000	1300	false	USER
Alexander	alexander@yandex.ru	avatarAlexander.png	MALE	1985-03-18T16:45:40.284Z	Люблю бегать	UDELNAYA	orange.png	2025-04-02T09:46:51.081Z	BEGINNER	STRETCHING;CROSSFIT;AEROBICS	MIN50_80	4000	1400	true	USER
Grigoriy	grigoriy@yandex.ru	avatarGrigoriy.png	MALE	1985-03-18T16:45:40.284Z	Люблю заниматься йогой	UDELNAYA	yellow.png	2025-04-04T09:46:51.083Z	PROFESSIONAL	RUN;YOGA	MIN10_30	2000	1200	true	USER
Olga	olga@yandex.ru	avatarOlga.png	FEMALE	1988-11-11T22:45:40.284Z	Люблю заниматься плаванием	ZVEZDNYAYA	orange.png	2025-03-31T09:46:51.083Z	ADVANCED	AEROBICS;PILATES	MIN80_100	3000	1300	true	ADMIN
Elena	elena@yandex.ru	avatarElena.png	FEMALE	1990-05-13T14:45:40.284Z	Люблю заниматься теннисом	SPORTIVNYAYA	blue.png	2025-03-31T09:46:51.084Z	PROFESSIONAL	BOXING;STRETCHING;CROSSFIT	MIN80_100	2000	1500	false	USER
Sergey	serey@yandex.ru	avatarSergey.png	MALE	1978-05-23T08:45:40.284Z	Люблю заниматься боксом	PIONERSKAYA	red.png	2025-04-04T09:46:51.084Z	PROFESSIONAL	AEROBICS;PILATES	MIN80_100	4000	1400	false	ADMIN
Dmitry	dmitry@yandex.ru	avatarDmitry.png	MALE	1993-06-19T20:45:40.284Z	Люблю заниматься плаванием	SPORTIVNYAYA	yellow.png	2025-03-29T09:46:51.085Z	ADVANCED	CROSSFIT;AEROBICS;PILATES	MIN80_100	3000	1500	false	USER
Elena	elena@yandex.ru	avatarElena.png	FEMALE	1990-05-13T14:45:40.284Z	Люблю ходить пешком	PIONERSKAYA	grey.png	2025-04-03T09:46:51.085Z	ADVANCED	BOXING;STRETCHING;CROSSFIT	MIN10_30	4000	1300	false	USER
Grigoriy	grigoriy@yandex.ru	avatarGrigoriy.png	MALE	1988-11-11T22:45:40.284Z	Люблю заниматься боксом	UDELNAYA	green.png	2025-04-01T09:46:51.085Z	ADVANCED	STRETCHING;CROSSFIT;AEROBICS	MIN80_100	2000	1100	false	USER
Grigoriy	grigoriy@yandex.ru	avatarGrigoriy.png	MALE	1990-05-13T14:45:40.284Z	Люблю бегать	PETROGRADSKAYA	grey.png	2025-04-02T09:46:51.085Z	ADVANCED	BOXING;STRETCHING;CROSSFIT	MIN10_30	3000	1300	false	ADMIN
Alexander	alexander@yandex.ru	avatarAlexander.png	MALE	1995-01-05T12:45:40.284Z	Люблю заниматься спортом	UDELNAYA	orange.png	2025-03-30T09:46:51.086Z	PROFESSIONAL	STRETCHING;CROSSFIT;AEROBICS	MIN10_30	4000	1400	true	ADMIN
Maria	maria@yandex.ru	avatarMaria.png	FEMALE	1992-02-05T18:45:40.284Z	Люблю заниматься плаванием	PETROGRADSKAYA	pink.png	2025-04-01T09:46:51.086Z	ADVANCED	AEROBICS;PILATES	MIN10_30	3000	1200	true	USER
Grigoriy	grigoriy@yandex.ru	avatarGrigoriy.png	MALE	1985-03-18T16:45:40.284Z	Люблю ходить пешком	PIONERSKAYA	red.png	2025-04-03T09:46:51.086Z	ADVANCED	YOGA;BOXING;STRETCHING	MIN10_30	2000	1300	true	USER
Elena	elena@yandex.ru	avatarElena.png	FEMALE	1988-11-11T22:45:40.284Z	Люблю заниматься спортом	PIONERSKAYA	black.png	2025-04-01T09:46:51.087Z	ADVANCED	AEROBICS;PILATES	MIN10_30	5000	1400	true	USER
Olga	olga@yandex.ru	avatarOlga.png	FEMALE	1992-02-05T18:45:40.284Z	Люблю заниматься плаванием	PIONERSKAYA	white.png	2025-03-31T09:46:51.087Z	ADVANCED	BOXING;STRETCHING;CROSSFIT	MIN10_30	1000	1500	false	USER
Sergey	serey@yandex.ru	avatarSergey.png	MALE	1993-06-19T20:45:40.284Z	Люблю заниматься теннисом	PIONERSKAYA	green.png	2025-03-30T09:46:51.088Z	ADVANCED	CROSSFIT;AEROBICS;PILATES	MIN80_100	4000	1200	true	USER
Alexander	alexander@yandex.ru	avatarAlexander.png	MALE	1978-05-23T08:45:40.284Z	Люблю заниматься теннисом	PIONERSKAYA	red.png	2025-03-31T09:46:51.088Z	PROFESSIONAL	BOXING;STRETCHING;CROSSFIT	MIN80_100	2000	1300	true	ADMIN
Alexander	alexander@yandex.ru	avatarAlexander.png	MALE	1980-07-22T10:45:40.284Z	Люблю кататься на лыжах	PIONERSKAYA	yellow.png	2025-04-02T09:46:51.088Z	PROFESSIONAL	YOGA;BOXING;STRETCHING	MIN10_30	3000	1200	false	ADMIN
Olga	olga@yandex.ru	avatarOlga.png	FEMALE	1985-03-18T16:45:40.284Z	Люблю заниматься йогой	UDELNAYA	orange.png	2025-04-03T09:46:51.088Z	PROFESSIONAL	STRETCHING;CROSSFIT;AEROBICS	MIN80_100	3000	1400	true	ADMIN
Maria	maria@yandex.ru	avatarMaria.png	FEMALE	1980-07-22T10:45:40.284Z	Люблю кататься на лыжах	SPORTIVNYAYA	green.png	2025-04-02T09:46:51.089Z	ADVANCED	YOGA;BOXING;STRETCHING	MIN30_50	2000	1100	true	ADMIN
Dmitry	dmitry@yandex.ru	avatarDmitry.png	MALE	1980-07-22T10:45:40.284Z	Люблю заниматься йогой	ZVEZDNYAYA	white.png	2025-03-29T09:46:51.089Z	BEGINNER	YOGA;BOXING;STRETCHING	MIN30_50	5000	1500	false	USER
Alexander	alexander@yandex.ru	avatarAlexander.png	MALE	1990-05-13T14:45:40.284Z	Люблю заниматься боксом	SPORTIVNYAYA	white.png	2025-03-30T09:46:51.089Z	ADVANCED	PILATES	MIN10_30	2000	1400	true	USER
Olga	olga@yandex.ru	avatarOlga.png	FEMALE	1978-05-23T08:45:40.284Z	Люблю заниматься теннисом	PIONERSKAYA	yellow.png	2025-04-02T09:46:51.089Z	ADVANCED	BOXING;STRETCHING;CROSSFIT	MIN80_100	2000	1400	true	USER
Olga	olga@yandex.ru	avatarOlga.png	FEMALE	1980-07-22T10:45:40.284Z	Люблю заниматься боксом	ZVEZDNYAYA	orange.png	2025-04-03T09:46:51.090Z	ADVANCED	STRETCHING;CROSSFIT;AEROBICS	MIN50_80	2000	1400	false	USER
Alexander	alexander@yandex.ru	avatarAlexander.png	MALE	1985-03-18T16:45:40.284Z	Люблю заниматься боксом	ZVEZDNYAYA	black.png	2025-03-30T09:46:51.090Z	ADVANCED	BOXING;STRETCHING;CROSSFIT	MIN10_30	4000	1400	false	ADMIN
Elena	elena@yandex.ru	avatarElena.png	FEMALE	1993-06-19T20:45:40.284Z	Люблю бегать	ZVEZDNYAYA	purple.png	2025-04-03T09:46:51.090Z	ADVANCED	AEROBICS;PILATES	MIN30_50	5000	1400	true	USER
